,houseName,roomType,area,toward,floor,year,address,price,unitPrice,region
5547,龙津西路三连直街 ,独栋别墅,5室2厅,132平米,1层,暂无数据层,黄沙,508,单价38485元/平米,荔湾
5548,邦华星际广场一期 ,4室2厅,84.09平米,东南,低楼层(共22层),2015年建塔楼,龙溪,200,单价23785元/平米,荔湾
5549,乐怡居 ,3室2厅,92平米,东南,中楼层(共30层),1996年建塔楼,花地大道,368,单价40000元/平米,荔湾
5550,名汇商业大厦 ,2室2厅,87平米,北,中楼层(共32层),2002年建塔楼,西关,330.6,单价38000元/平米,荔湾
5551,文昌雅居 ,2室1厅,74平米,西南,高楼层(共32层),2005年建塔楼,西关,395,单价53379元/平米,荔湾
5552,新丽苑 ,3室2厅,112.81平米,南 北,高楼层(共6层),2000年建板楼,龙溪,210,单价18616元/平米,荔湾
5553,万兴苑 ,3室2厅,74.6平米,西南,高楼层(共9层),2000年建塔楼,滘口,200,单价26810元/平米,荔湾
5554,蓬莱花园 ,2室2厅,75.56平米,东北,中楼层(共9层),2001年建塔楼,芳村大道,220,单价29116元/平米,荔湾
5555,黄金广场 ,3室2厅,157.59平米,东北,高楼层(共31层),塔楼,黄沙,553,单价35092元/平米,荔湾
5556,芳村花园 ,2室2厅,96平米,西南,高楼层(共30层),1999年建塔楼,龙溪,330,单价34375元/平米,荔湾
5557,四季花园 ,6室1厅,162平米,东南,高楼层(共18层),2006年建塔楼,坑口,580,单价35803元/平米,荔湾
5558,瑞安花园（佛山南海） ,2室1厅,74.5平米,西,中楼层(共43层),2010年建塔楼,滘口,170,单价22819元/平米,荔湾
5559,路劲隽泷湾 ,3室2厅,90.22平米,南,中楼层(共31层),2013年建塔楼,龙溪,335,单价37132元/平米,荔湾
5560,乐怡居 ,3室2厅,91.99平米,南 北,高楼层(共30层),1996年建塔楼,花地大道,325,单价35330元/平米,荔湾
5561,花地城广场 ,2室2厅,96.49平米,南 北,高楼层(共17层),2002年建塔楼,花地大道,370,单价38346元/平米,荔湾
5562,元邦明月星辉 ,1室1厅,42.24平米,北,低楼层(共27层),2011年建塔楼,西关,215,单价50900元/平米,荔湾
5563,瑞安花园（佛山南海） ,2室1厅,68平米,东南,中楼层(共31层),2010年建塔楼,滘口,195,单价28677元/平米,荔湾
5564,环翠园 ,3室2厅,89.06平米,南,高楼层(共9层),塔楼,南岸路,300,单价33686元/平米,荔湾
5565,盛大蓝庭 ,3室2厅,97平米,东南,低楼层(共18层),2003年建塔楼,坑口,410,单价42269元/平米,荔湾
5566,珠岛花园 ,3室2厅,99.7平米,南 北,中楼层(共9层),1995年建塔楼,大坦沙,310,单价31094元/平米,荔湾
5567,牡丹阁 ,2室1厅,46.27平米,南,中楼层(共9层),2000年建塔楼,茶滘,120,单价25935元/平米,荔湾
5568,恒利翠竹苑一期 ,3室2厅,107.78平米,东南,低楼层(共33层),2007年建塔楼,花地大道,460,单价42680元/平米,荔湾
5569,珠岛花园 ,3室2厅,108.7平米,南,中楼层(共23层),1999年建塔楼,大坦沙,385,单价35419元/平米,荔湾
5570,荔康大厦 ,3室1厅,93.8平米,西南,低楼层(共19层),2004年建塔楼,西华路,490,单价52239元/平米,荔湾
5571,荔港南湾 ,6室3厅,288.8平米,东北,高楼层(共32层),2008年建塔楼,南岸路,860,单价29779元/平米,荔湾
5572,龙湾路 ,2室1厅,74平米,东北,高楼层(共9层),塔楼,芳村大道,238,单价32163元/平米,荔湾
5573,隆庆小区 ,2室1厅,57平米,南,低楼层(共9层),1999年建塔楼,西华路,215,单价37720元/平米,荔湾
5574,中铁荔湾国际城 ,4室1厅,132平米,南,低楼层(共33层),2015年建塔楼,龙溪,538,单价40758元/平米,荔湾
5575,中铁荔湾国际城 ,2室2厅,81.58平米,西南,中楼层(共32层),2015年建塔楼,龙溪,356,单价43639元/平米,荔湾
5576,中铁荔湾国际城 ,3室2厅,113.11平米,南,高楼层(共33层),2015年建塔楼,龙溪,520,单价45973元/平米,荔湾
5577,保利塞纳维拉 ,2室2厅,70平米,北,低楼层(共18层),2015年建塔楼,龙溪,240,单价34286元/平米,荔湾
5578,保利塞纳维拉 ,3室1厅,96平米,东南,高楼层(共17层),2015年建塔楼,龙溪,340,单价35417元/平米,荔湾
5579,保利塞纳维拉 ,3室2厅,111平米,南,高楼层(共18层),2015年建塔楼,龙溪,370,单价33334元/平米,荔湾
5580,万兴苑 ,3室2厅,74.6平米,西南,高楼层(共9层),2000年建塔楼,滘口,200,单价26810元/平米,荔湾
5581,蓬莱花园 ,2室2厅,75.56平米,东北,中楼层(共9层),2001年建塔楼,芳村大道,220,单价29116元/平米,荔湾
5582,黄金广场 ,3室2厅,157.59平米,东北,高楼层(共31层),塔楼,黄沙,553,单价35092元/平米,荔湾
5583,芳村花园 ,2室2厅,96平米,西南,高楼层(共30层),1999年建塔楼,龙溪,330,单价34375元/平米,荔湾
5584,四季花园 ,6室1厅,162平米,东南,高楼层(共18层),2006年建塔楼,坑口,580,单价35803元/平米,荔湾
5585,瑞安花园（佛山南海） ,2室1厅,74.5平米,西,中楼层(共43层),2010年建塔楼,滘口,170,单价22819元/平米,荔湾
5586,乐怡居 ,3室2厅,91.99平米,南 北,高楼层(共30层),1996年建塔楼,花地大道,325,单价35330元/平米,荔湾
5587,花地城广场 ,2室2厅,96.49平米,南 北,高楼层(共17层),2002年建塔楼,花地大道,370,单价38346元/平米,荔湾
5588,元邦明月星辉 ,1室1厅,42.24平米,北,低楼层(共27层),2011年建塔楼,西关,215,单价50900元/平米,荔湾
5589,瑞安花园（佛山南海） ,2室1厅,68平米,东南,中楼层(共31层),2010年建塔楼,滘口,195,单价28677元/平米,荔湾
5590,环翠园 ,3室2厅,89.06平米,南,高楼层(共9层),塔楼,南岸路,300,单价33686元/平米,荔湾
5591,盛大蓝庭 ,3室2厅,97平米,东南,低楼层(共18层),2003年建塔楼,坑口,410,单价42269元/平米,荔湾
5592,龙湾路 ,2室1厅,74平米,东北,高楼层(共9层),塔楼,芳村大道,238,单价32163元/平米,荔湾
5593,珠岛花园 ,3室2厅,99.7平米,南 北,中楼层(共9层),1995年建塔楼,大坦沙,310,单价31094元/平米,荔湾
5594,芳村大道西 ,3室2厅,95平米,东南,高楼层(共9层),1998年建塔楼,滘口,226,单价23790元/平米,荔湾
5595,芳村大道西 ,2室2厅,75.7平米,北,中楼层(共8层),塔楼,滘口,200,单价26421元/平米,荔湾
5596,芳村大道西 ,3室1厅,90.66平米,东南,高楼层(共8层),1988年建塔楼,滘口,205,单价22612元/平米,荔湾
5597,怡芳苑 ,2室1厅,68平米,南 北,高楼层(共9层),1998年建塔楼,花地大道,215,单价31618元/平米,荔湾
5598,荔港南湾 ,2室1厅,72.58平米,西,低楼层(共25层),1999年建塔楼,南岸路,280,单价38579元/平米,荔湾
5599,加怡大厦 ,2室2厅,62平米,东南,低楼层(共22层),1999年建塔楼,芳村大道,220,单价35484元/平米,荔湾
5600,周门小区石路基 ,2室1厅,71.49平米,东北,高楼层(共10层),1998年建塔楼,荔湾路,199,单价27837元/平米,荔湾
5601,新光城市广场 ,1室0厅,28.8平米,南,低楼层(共19层),2003年建塔楼,陈家祠,135,单价46875元/平米,荔湾
5602,康乃馨苑 ,3室2厅,80.17平米,南,高楼层(共9层),2000年建塔楼,坑口,279,单价34802元/平米,荔湾
5603,花语水岸 ,3室1厅,108平米,南,低楼层(共26层),塔楼,大坦沙,518.4,单价48000元/平米,荔湾
5604,荔湾路小梅大街 ,2室1厅,63.47平米,南,中楼层(共9层),板楼,陈家祠,230,单价36238元/平米,荔湾
5605,珠岛花园 ,2室1厅,49.84平米,南,中楼层(共9层),1995年建塔楼,大坦沙,180,单价36116元/平米,荔湾
5606,万兴苑 ,2室1厅,75平米,南,中楼层(共9层),2000年建塔楼,滘口,205,单价27334元/平米,荔湾
5607,保利塞纳维拉 ,2室2厅,77平米,北,高楼层(共18层),2015年建塔楼,龙溪,250,单价32468元/平米,荔湾
5608,金道花园 ,2室1厅,45平米,东,高楼层(共9层),2000年建塔楼,鹤洞,136,单价30223元/平米,荔湾
5609,黄沙大道涌边横街 ,2室1厅,59.25平米,南,高楼层(共9层),1997年建塔楼,黄沙,178,单价30043元/平米,荔湾
5610,万兴苑 ,2室1厅,75平米,南,中楼层(共9层),2000年建塔楼,滘口,205,单价27334元/平米,荔湾
5611,保利塞纳维拉 ,2室2厅,77平米,北,高楼层(共18层),2015年建塔楼,龙溪,250,单价32468元/平米,荔湾
5612,恒利翠竹苑二期 ,3室2厅,121.68平米,北,低楼层(共24层),2007年建塔楼,花地大道,430,单价35339元/平米,荔湾
5613,金兰苑 ,3室2厅,107平米,北,低楼层(共22层),2001年建塔楼,汾水,338,单价31589元/平米,荔湾
5614,加怡大厦 ,3室2厅,97平米,北,中楼层(共22层),1999年建塔楼,芳村大道,290,单价29897元/平米,荔湾
5615,红棉苑北区 ,3室2厅,108平米,东南,高楼层(共9层),2000年建塔楼,花地大道,375,单价34723元/平米,荔湾
5616,龙津西路逢源正街 ,5室2厅,96平米,南 北,低楼层(共3层),板楼,西关,345,单价35938元/平米,荔湾
5617,新丽苑 ,5室3厅,142平米,北,高楼层(共6层),2000年建板楼,龙溪,260,单价18310元/平米,荔湾
5618,新世界凯粤湾 ,3室2厅,122平米,东南,高楼层(共20层),2012年建塔楼,滘口,580,单价47541元/平米,荔湾
5619,荔江美筑 ,3室1厅,95.25平米,东北,低楼层(共15层),2005年建塔楼,滘口,410,单价43045元/平米,荔湾
5620,西关海 ,5室2厅,248平米,南,中楼层(共49层),2012年建塔楼,南岸路,1450,单价58468元/平米,荔湾
5621,珠岛花园 ,3室2厅,155.55平米,西南,高楼层(共12层),1995年建塔楼,大坦沙,540,单价34716元/平米,荔湾
5622,红棉苑南区 ,3室1厅,106.48平米,南 北,低楼层(共9层),2000年建塔楼,花地大道,355,单价33340元/平米,荔湾
5623,万科柏悦湾 ,3室2厅,104.16平米,西,中楼层(共18层),2010年建塔楼,大坦沙,470,单价45123元/平米,荔湾
5624,花地河湾 ,5室2厅,80平米,南,低楼层(共22层),2009年建塔楼,东塱,372,单价46500元/平米,荔湾
5625,珠岛花园 ,4室2厅,107.79平米,东北,中楼层(共23层),1999年建塔楼,大坦沙,385,单价35718元/平米,荔湾
5626,四季花园 ,3室2厅,113.13平米,西南,低楼层(共18层),2006年建塔楼,坑口,450,单价39778元/平米,荔湾
5627,新世界逸彩庭园E区 ,3室1厅,103.96平米,东南,中楼层(共20层),2007年建塔楼,滘口,430,单价41363元/平米,荔湾
5628,西关海 ,5室2厅,253.9平米,南 北,低楼层(共49层),2012年建塔楼,南岸路,1396.5,单价55000元/平米,荔湾
5629,怡芳苑 ,3室2厅,139平米,东,高楼层(共11层),1998年建塔楼,花地大道,588,单价42303元/平米,荔湾
5630,四季花园 ,5室2厅,161.07平米,东,高楼层(共18层),2008年建塔楼,坑口,580,单价36010元/平米,荔湾
5631,万科柏悦湾 ,4室2厅,120.99平米,南 北,低楼层(共18层),2010年建塔楼,大坦沙,530,单价43806元/平米,荔湾
5632,富力广场S区 ,4室2厅,162平米,南 北,低楼层(共24层),2005年建塔楼,中山八,880,单价54321元/平米,荔湾
5633,万和苑 ,3室2厅,97平米,南,中楼层(共12层),2000年建塔楼,滘口,325,单价33506元/平米,荔湾
5634,金达阁 ,3室2厅,104.85平米,南,高楼层(共9层),1999年建塔楼,芳村大道,222,单价21174元/平米,荔湾
5635,荔港南湾 ,4室2厅,153平米,西北,高楼层(共34层),2008年建塔楼,南岸路,688,单价44968元/平米,荔湾
5636,花地河湾 ,5室1厅,84.14平米,南,中楼层(共22层),2009年建塔楼,东塱,370,单价43975元/平米,荔湾
5637,中铁荔湾国际城 ,2室1厅,82.28平米,南,高楼层(共33层),2015年建塔楼,龙溪,340,单价41323元/平米,荔湾
5638,中铁荔湾国际城 ,4室1厅,130平米,东南,高楼层(共33层),2015年建塔楼,龙溪,520,单价40000元/平米,荔湾
5639,中铁荔湾国际城 ,3室2厅,98平米,南 北,高楼层(共33层),2015年建塔楼,龙溪,410,单价41837元/平米,荔湾
5640,路劲隽泷湾 ,3室2厅,91平米,东南,低楼层(共30层),2011年建塔楼,龙溪,348,单价38242元/平米,荔湾
5641,中铁荔湾国际城 ,4室1厅,130平米,东南,高楼层(共33层),2015年建塔楼,龙溪,520,单价40000元/平米,荔湾
5642,中铁荔湾国际城 ,3室2厅,98平米,南 北,高楼层(共33层),2015年建塔楼,龙溪,410,单价41837元/平米,荔湾
5643,中铁荔湾国际城 ,2室1厅,82.28平米,南,高楼层(共33层),2015年建塔楼,龙溪,340,单价41323元/平米,荔湾
5644,金道花园 ,3室1厅,104平米,东南,高楼层(共22层),2000年建塔楼,鹤洞,322.4,单价31000元/平米,荔湾
5645,红棉苑北区 ,5室2厅,131.54平米,南 北,高楼层(共11层),2000年建塔楼,花地大道,528,单价40140元/平米,荔湾
5646,保利塞纳维拉 ,3室2厅,95平米,东北,低楼层(共18层),2015年建塔楼,龙溪,338,单价35579元/平米,荔湾
5647,花地河湾 ,5室3厅,85平米,南 北,中楼层(共22层),2009年建塔楼,东塱,358,单价42118元/平米,荔湾
5648,芳村大道西 ,2室1厅,71.67平米,东南,中楼层(共9层),1988年建塔楼,滘口,180,单价25116元/平米,荔湾
5649,新世界凯粤湾 ,2室2厅,87.93平米,南,低楼层(共33层),2012年建塔楼,滘口,398,单价45264元/平米,荔湾
5650,丛桂路丛桂西街 ,2室1厅,33.26平米,西南,中楼层(共4层),板楼,黄沙,126,单价37884元/平米,荔湾
5651,四季花园 ,2室2厅,80平米,东,中楼层(共18层),2006年建塔楼,坑口,350,单价43750元/平米,荔湾
5652,龙湾广场 ,2室2厅,70平米,东北,中楼层(共15层),1999年建塔楼,滘口,250,单价35715元/平米,荔湾
5653,恩宁路 ,1室1厅,28平米,西北,高楼层(共8层),塔楼,西关,90,单价32143元/平米,荔湾
5654,多宝路多宝街 ,2室1厅,80.97平米,西北,中楼层(共9层),板楼,西关,260,单价32111元/平米,荔湾
5655,小康人家 ,2室1厅,71.5平米,南,高楼层(共18层),2002年建塔楼,坑口,268,单价37483元/平米,荔湾
5656,金兰苑 ,2室2厅,87.33平米,东北,高楼层(共22层),2001年建塔楼,汾水,260,单价29773元/平米,荔湾
5657,大同路 ,3室1厅,83平米,东南,高楼层(共10层),塔楼,西关,400,单价48193元/平米,荔湾
5658,万盛苑 ,2室2厅,74.52平米,东,高楼层(共12层),2004年建塔楼,芳村大道,312,单价41868元/平米,荔湾
5659,芳村花园 ,3室1厅,104平米,南 北,高楼层(共18层),1999年建塔楼,龙溪,410,单价39424元/平米,荔湾
5660,鹤洞路荣芳街 ,2室1厅,68平米,西南,高楼层(共9层),塔楼,鹤洞,205,单价30148元/平米,荔湾
5661,路劲隽泷湾 ,2室2厅,91.55平米,东,中楼层(共13层),2013年建塔楼,龙溪,340,单价37139元/平米,荔湾
5662,桥东小区 ,3室2厅,94平米,南,低楼层(共9层),1995年建塔楼,滘口,225,单价23937元/平米,荔湾
5663,广钢鹤平小区 ,1室1厅,52平米,南,中楼层(共7层),1997年建塔楼,鹤洞,142,单价27308元/平米,荔湾
5664,逢源大厦 ,3室1厅,92.38平米,北,中楼层(共25层),2014年建塔楼,西关,370,单价40052元/平米,荔湾
5665,荔港南湾 ,2室1厅,78.94平米,西北,中楼层(共34层),2008年建塔楼,南岸路,330,单价41804元/平米,荔湾
5666,桥东大厦 ,2室1厅,60平米,南,高楼层(共23层),1996年建塔楼,滘口,200,单价33334元/平米,荔湾
5667,荔湾路 ,2室2厅,66.29平米,东 西,低楼层(共9层),塔楼,陈家祠,250,单价37714元/平米,荔湾
5668,芳村花园 ,2室2厅,83平米,东南,高楼层(共18层),1999年建塔楼,龙溪,310,单价37350元/平米,荔湾
5669,新丽苑 ,2室2厅,56平米,南 北,中楼层(共6层),2000年建板楼,龙溪,162,单价28929元/平米,荔湾
5670,万盛苑 ,2室2厅,74.52平米,东,高楼层(共12层),2004年建塔楼,芳村大道,312,单价41868元/平米,荔湾
5671,芳村花园 ,3室1厅,104平米,南 北,高楼层(共18层),1999年建塔楼,龙溪,410,单价39424元/平米,荔湾
5672,鹤洞路荣芳街 ,2室1厅,68平米,西南,高楼层(共9层),塔楼,鹤洞,205,单价30148元/平米,荔湾
5673,兴东阁 ,3室1厅,97平米,北,中楼层(共9层),1999年建塔楼,滘口,250,单价25774元/平米,荔湾
5674,路劲隽泷湾 ,2室2厅,87平米,东南,低楼层(共18层),2013年建塔楼,龙溪,310,单价35633元/平米,荔湾
5675,观鹤小区 ,2室1厅,63平米,南,中楼层(共9层),1997年建塔楼,鹤洞,185,单价29366元/平米,荔湾
5676,保利塞纳维拉 ,2室2厅,77平米,东南,中楼层(共18层),2015年建塔楼,龙溪,265,单价34416元/平米,荔湾
5677,西湾路西湾西街 ,2室1厅,54.65平米,东,低楼层(共6层),塔楼,西村,180,单价32937元/平米,荔湾
5678,芳村花园 ,2室2厅,96平米,南,中楼层(共32层),1999年建塔楼,龙溪,295,单价30730元/平米,荔湾
5679,西关尚品 ,1室0厅,21平米,西,低楼层(共18层),2001年建塔楼,西关,55,单价26191元/平米,荔湾
5680,华贵路 ,4室2厅,81.42平米,东南,高楼层(共8层),塔楼,西关,259,单价31811元/平米,荔湾
5681,金鹤苑 ,3室2厅,98平米,东南,低楼层(共7层),2000年建塔楼,东塱,272,单价27756元/平米,荔湾
5682,红棉苑北区 ,4室2厅,120平米,南 北,中楼层(共9层),2000年建塔楼,花地大道,400,单价33334元/平米,荔湾
5683,新世界凯粤湾 ,3室2厅,92平米,北,高楼层(共33层),2012年建塔楼,滘口,435,单价47283元/平米,荔湾
5684,康乃馨苑 ,1室2厅,48.28平米,南,高楼层(共9层),2000年建塔楼,坑口,145,单价30034元/平米,荔湾
5685,珠光御景壹號 ,4室2厅,316.47平米,东南,中楼层(共36层),塔楼,黄沙,2580,单价81525元/平米,荔湾
5686,邦华星际广场一期 ,2室2厅,67平米,南,中楼层(共22层),2015年建塔楼,龙溪,185,单价27612元/平米,荔湾
5687,逸翠湾 ,3室2厅,130平米,西北,中楼层(共45层),2009年建塔楼,黄沙,750,单价57693元/平米,荔湾
5688,富力广场T区 ,3室2厅,107平米,东南,低楼层(共19层),2005年建塔楼,中山八,540,单价50468元/平米,荔湾
5689,路劲隽泷湾 ,3室2厅,90平米,东南,中楼层(共31层),2014年建塔楼,龙溪,338,单价37556元/平米,荔湾
5690,兴东阁 ,3室1厅,95.5平米,南,高楼层(共9层),1999年建塔楼,滘口,200,单价20943元/平米,荔湾
5691,恒宝华庭 ,3室2厅,153.6平米,南,高楼层(共31层),2000年建板楼,西关,1200,单价78125元/平米,荔湾
5692,新世界逸彩庭园F区 ,4室2厅,160平米,东南,高楼层(共19层),2007年建塔楼,滘口,580,单价36250元/平米,荔湾
5693,龙津大厦 ,4室2厅,220平米,东,高楼层(共32层),1997年建塔楼,西关,1100,单价50000元/平米,荔湾
5694,侨康大厦 ,3室2厅,100平米,北,高楼层(共22层),2016年建塔楼,西关,480,单价48000元/平米,荔湾
5695,中铁荔湾国际城 ,4室2厅,132平米,南 北,低楼层(共32层),2015年建塔楼,龙溪,548,单价41516元/平米,荔湾
5696,中铁荔湾国际城 ,3室2厅,113.74平米,南 北,中楼层(共32层),2015年建塔楼,龙溪,480,单价42202元/平米,荔湾
5697,中铁荔湾国际城 ,4室2厅,130平米,东南,高楼层(共33层),2015年建塔楼,龙溪,520,单价40000元/平米,荔湾
5698,中铁荔湾国际城 ,3室2厅,97平米,南,低楼层(共32层),2015年建塔楼,龙溪,380,单价39176元/平米,荔湾
5699,中铁荔湾国际城 ,3室2厅,132平米,东北,中楼层(共33层),2015年建塔楼,龙溪,520,单价39394元/平米,荔湾
5700,金兰苑 ,3室1厅,91.63平米,南,中楼层(共22层),2001年建塔楼,汾水,300,单价32741元/平米,荔湾
5701,保利公园九里 ,3室2厅,129平米,南,高楼层(共32层),2014年建塔楼,龙溪,520,单价40311元/平米,荔湾
5702,盛大蓝庭 ,3室2厅,96.82平米,东南,中楼层(共18层),2003年建塔楼,坑口,408,单价42141元/平米,荔湾
5703,荔江美筑 ,3室2厅,119.93平米,东,中楼层(共24层),2007年建塔楼,滘口,522,单价43526元/平米,荔湾
5704,芬芳小区 ,3室1厅,72.81平米,东南,中楼层(共9层),1996年建塔楼,汾水,196,单价26920元/平米,荔湾
5705,瑞安花园（佛山南海） ,5室3厅,232.9平米,东南,高楼层(共31层),2010年建塔楼,滘口,550,单价23616元/平米,荔湾
5706,芳园居教师新村 ,3室2厅,88平米,南,高楼层(共25层),1998年建塔楼,龙溪,306,单价34773元/平米,荔湾
5707,芳村花园 ,3室2厅,104平米,北,高楼层(共18层),1999年建塔楼,龙溪,370,单价35577元/平米,荔湾
5708,荔江美筑 ,3室2厅,91平米,北,低楼层(共14层),2005年建塔楼,滘口,350,单价38462元/平米,荔湾
5709,路劲隽泷湾 ,3室2厅,91.94平米,东北,低楼层(共31层),2014年建塔楼,龙溪,400,单价43507元/平米,荔湾
5710,鹅潭湾 ,3室2厅,151.12平米,东南,高楼层(共19层),塔楼,滘口,816,单价53997元/平米,荔湾
5711,富力广场S区 ,4室2厅,160.35平米,南 北,中楼层(共24层),2005年建塔楼,中山八,800,单价49891元/平米,荔湾
5712,新世界逸彩庭园G区 ,5室2厅,167平米,东南,低楼层(共18层),2007年建塔楼,滘口,630,单价37725元/平米,荔湾
5713,珠岛花园 ,4室2厅,108平米,南 北,高楼层(共23层),1999年建塔楼,大坦沙,420,单价38889元/平米,荔湾
5714,路劲隽泷湾 ,3室2厅,145平米,东南,低楼层(共31层),2013年建塔楼,龙溪,465,单价32069元/平米,荔湾
5715,富力广场S区 ,5室2厅,176平米,西南,中楼层(共24层),2005年建塔楼,中山八,1200,单价68182元/平米,荔湾
5716,广和苑 ,2室1厅,41平米,南,高楼层(共9层),1996年建塔楼,东塱,100,单价24391元/平米,荔湾
5717,恒宝华庭 ,3室1厅,126.79平米,南,高楼层(共31层),2000年建板楼,西关,780,单价61520元/平米,荔湾
5718,路劲隽泷湾 ,4室2厅,143.73平米,西北,中楼层(共31层),2013年建塔楼,龙溪,510,单价35484元/平米,荔湾
5719,芳村花园 ,3室2厅,143平米,南,低楼层(共30层),1999年建塔楼,龙溪,626,单价43777元/平米,荔湾
5720,逢源路逢源南街 ,独栋别墅,7室4厅,335平米,1层,暂无数据层,西关,1600,单价47762元/平米,荔湾
5721,宝盛园 ,3室2厅,117平米,东北,低楼层(共28层),2005年建塔楼,西关,650,单价55556元/平米,荔湾
5722,保利公园九里 ,4室2厅,143平米,南 北,中楼层(共32层),2015年建塔楼,龙溪,530,单价37063元/平米,荔湾
5723,岭南湾畔 ,3室2厅,99平米,南,中楼层(共32层),2010年建塔楼,西村,580,单价58586元/平米,荔湾
5724,珠岛花园 ,3室1厅,83平米,西北,高楼层(共23层),1999年建塔楼,大坦沙,330,单价39760元/平米,荔湾
5725,华丽苑 ,3室2厅,123平米,南,中楼层(共9层),1996年建塔楼,鹤洞,300,单价24391元/平米,荔湾
5726,环市西路 ,2室2厅,62.41平米,南 北,高楼层(共6层),塔楼,流花站前,150,单价24035元/平米,荔湾
5727,保利公园九里 ,4室2厅,142.82平米,南 北,低楼层(共32层),2014年建塔楼,龙溪,570,单价39911元/平米,荔湾
5728,荔港南湾H区 ,3室2厅,116平米,南,低楼层(共28层),2008年建塔楼,南岸路,490,单价42242元/平米,荔湾
5729,黄沙大道 ,2室2厅,72平米,南 北,中楼层(共20层),塔楼,黄沙,305,单价42362元/平米,荔湾
5730,恒利翠竹苑二期 ,3室2厅,120平米,南,高楼层(共24层),2007年建塔楼,花地大道,460,单价38334元/平米,荔湾
5731,龙津花园 ,2室1厅,69.65平米,南,中楼层(共9层),1999年建塔楼,西关,225,单价32305元/平米,荔湾
5732,西湾路 ,1室1厅,68.32平米,南,中楼层(共8层),板楼,西村,250,单价36593元/平米,荔湾
5733,逸翠湾 ,3室2厅,130平米,西北,中楼层(共45层),2009年建塔楼,黄沙,750,单价57693元/平米,荔湾
5734,珠岛花园 ,2室1厅,68.07平米,西,中楼层(共9层),1995年建塔楼,大坦沙,195,单价28647元/平米,荔湾
5735,新世界逸彩庭园E区 ,3室2厅,120.67平米,北,中楼层(共20层),2007年建塔楼,滘口,480,单价39778元/平米,荔湾
5736,保利公园九里 ,3室2厅,110平米,南 北,低楼层(共32层),2014年建塔楼,龙溪,460,单价41819元/平米,荔湾
5737,新世界凯粤湾 ,3室2厅,92平米,北,高楼层(共33层),2012年建塔楼,滘口,435,单价47283元/平米,荔湾
5738,邦华星际广场一期 ,2室2厅,67平米,南,中楼层(共22层),2015年建塔楼,龙溪,185,单价27612元/平米,荔湾
5739,富力广场T区 ,3室2厅,107平米,东南,低楼层(共19层),2005年建塔楼,中山八,540,单价50468元/平米,荔湾
5740,龙泉居 ,2室1厅,62.15平米,北,低楼层(共9层),1996年建塔楼,芳村大道,210,单价33790元/平米,荔湾
5741,长寿东路 ,4室2厅,150.68平米,西南,低楼层(共1层),1996年建板楼,人民路,418,单价27741元/平米,荔湾
5742,荔港南湾 ,3室2厅,75.1平米,北,中楼层(共28层),2008年建塔楼,南岸路,320,单价42610元/平米,荔湾
5743,红棉苑北区 ,4室2厅,120平米,南 北,中楼层(共9层),2000年建塔楼,花地大道,400,单价33334元/平米,荔湾
5744,珠光御景壹號 ,4室2厅,316.47平米,东南,中楼层(共36层),塔楼,黄沙,2580,单价81525元/平米,荔湾
5745,康乃馨苑 ,1室2厅,48.28平米,南,高楼层(共9层),2000年建塔楼,坑口,145,单价30034元/平米,荔湾
5746,荔京阁 ,4室1厅,187.75平米,南 北,低楼层(共20层),2002年建塔楼,荔湾路,976,单价51985元/平米,荔湾
5747,邦华星际广场一期 ,2室2厅,68平米,南,高楼层(共22层),塔楼,龙溪,238,单价35000元/平米,荔湾
5748,芳园居教师新村 ,3室2厅,112.26平米,东,高楼层(共25层),1998年建塔楼,龙溪,330,单价29397元/平米,荔湾
5749,新世界逸彩庭园A区 ,3室2厅,126平米,东北,高楼层(共7层),2007年建塔楼,滘口,385,单价30556元/平米,荔湾
5750,兴东阁 ,3室1厅,95.5平米,南,高楼层(共9层),1999年建塔楼,滘口,200,单价20943元/平米,荔湾
5751,恒宝华庭 ,3室2厅,153.6平米,南,高楼层(共31层),2000年建板楼,西关,1200,单价78125元/平米,荔湾
5752,龙津大厦 ,4室2厅,220平米,东,高楼层(共32层),1997年建塔楼,西关,1100,单价50000元/平米,荔湾
5753,新世界逸彩庭园F区 ,4室2厅,160平米,东南,高楼层(共19层),2007年建塔楼,滘口,580,单价36250元/平米,荔湾
5754,中铁荔湾国际城 ,4室2厅,132平米,南 北,低楼层(共32层),2015年建塔楼,龙溪,548,单价41516元/平米,荔湾
5755,中铁荔湾国际城 ,3室2厅,113.74平米,南 北,中楼层(共32层),2015年建塔楼,龙溪,480,单价42202元/平米,荔湾
5756,中铁荔湾国际城 ,4室2厅,130平米,东南,高楼层(共33层),2015年建塔楼,龙溪,520,单价40000元/平米,荔湾
5757,中铁荔湾国际城 ,3室2厅,97平米,南,低楼层(共32层),2015年建塔楼,龙溪,380,单价39176元/平米,荔湾
5758,中铁荔湾国际城 ,3室2厅,109平米,东北,中楼层(共32层),2015年建塔楼,龙溪,510,单价46789元/平米,荔湾
5759,中铁荔湾国际城 ,3室2厅,113平米,南 北,低楼层(共33层),2015年建塔楼,龙溪,500,单价44248元/平米,荔湾
5760,中铁荔湾国际城 ,4室2厅,132平米,南 北,低楼层(共32层),2015年建塔楼,龙溪,548,单价41516元/平米,荔湾
5761,中铁荔湾国际城 ,3室2厅,113.74平米,南 北,中楼层(共32层),2015年建塔楼,龙溪,480,单价42202元/平米,荔湾
