,area,street,community,introduction,room_type,acreage,price,unit_price,toward,decoration,elevator,floor,year,follow,visit,release_time,url
4498,越秀,环市东,环市东路云鹤南街 ,云鹤南街 高层三房 安静望动物园,3室2厅,85.98平米,438,单价50943元/平米,南 北,其他,无电梯,高楼层(共9层),1996年建塔楼,2人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004104282.html
4499,越秀,解放南,大新路白米巷 ,大新路 白米巷 通风采光好 入读**,3室1厅,80.07平米,280,单价34970元/平米,东 西,其他,-,高楼层(共8层),塔楼,9人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0004056412.html
4500,越秀,东风东,东风东路 ,东风东路 方正实用 四房单位 带租约出售,4室0厅,48.98平米,250,单价51042元/平米,南 北,精装,无电梯,低楼层(共6层),塔楼,0人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004051042.html
4501,越秀,黄花岗,凯城华庭 ,凯城华庭电梯小户型出售,1室0厅,37平米,229,单价61892元/平米,南,简装,有电梯,中楼层(共33层),塔楼,1人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004002172.html
4502,越秀,西门口,百灵路 ,百灵路 低层两房 南北对流,2室1厅,38.93平米,220,单价56512元/平米,南 北,精装,无电梯,低楼层(共8层),塔楼,2人关注,共0次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004139362.html
4503,越秀,解放南,濠畔商厦 ,濠畔商厦 低楼层实用 大一房,1室0厅,45平米,61,单价13556元/平米,东南,其他,-,高楼层(共19层),1999年建塔楼,1人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004325373.html
4504,越秀,五羊新城,东雅兰院 ,标准一房一厅 通风采光好 格局方正,1室1厅,52平米,312,单价60000元/平米,北,简装,-,低楼层(共11层),1999年建塔楼,2人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004032806.html
4505,越秀,淘金,富力御龙庭 ,富力御龙庭 两房 省级中星,2室1厅,78.32平米,545,单价69587元/平米,东北,精装,有电梯,中楼层(共27层),2004年建塔楼,2人关注,共0次带看,3天以前发布,https://gz.lianjia.com/ershoufang/GZ0004354554.html
4506,越秀,西门口,光塔路 ,小户型 方正舒适两房 越秀区地段,2室1厅,48.14平米,175,单价36353元/平米,东北,其他,无电梯,高楼层(共8层),塔楼,1人关注,共0次带看,4天以前发布,https://gz.lianjia.com/ershoufang/GZ0004355634.html
4507,越秀,农讲所,雍雅园 ,雍雅园 户型方正实用,2室1厅,72.73平米,450,单价61873元/平米,东北,精装,有电梯,低楼层(共32层),2008年建塔楼,4人关注,共0次带看,6天以前发布,https://gz.lianjia.com/ershoufang/GZ0004326167.html
4508,越秀,环市东,东方广场 ,东方广场高层一房 户型方正实用,1室0厅,25平米,190,单价76000元/平米,东,简装,有电梯,高楼层(共32层),1998年建塔楼,0人关注,共0次带看,7天以前发布,https://gz.lianjia.com/ershoufang/GZ0004325840.html
4509,越秀,西门口,海珠中路杏花巷 ,杏花巷 中层精装三房,3室1厅,62平米,280,单价45162元/平米,西南,其他,无电梯,中楼层(共8层),1995年建塔楼,0人关注,共0次带看,6天以前发布,https://gz.lianjia.com/ershoufang/GZ0004343659.html
4510,越秀,西华路,越富广场 ,越富广场 电梯三房 北向,3室2厅,102.37平米,455,单价44447元/平米,东北,简装,有电梯,高楼层(共17层),1997年建塔楼,0人关注,共0次带看,6天以前发布,https://gz.lianjia.com/ershoufang/GZ0004338533.html
4511,越秀,越秀南,广东南油船舶大厦 ,南油船舶大厦 电梯舒适两房,2室1厅,78.73平米,460,单价58428元/平米,西,其他,-,中楼层(共16层),塔楼,0人关注,共0次带看,刚刚发布,https://gz.lianjia.com/ershoufang/GZ0004370353.html
4512,越秀,黄花岗,金悦东山国际公馆 ,金钟大厦 中层两房在售,2室1厅,61平米,320,单价52460元/平米,南,其他,有电梯,高楼层(共31层),2010年建塔楼,1人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004363140.html
4513,越秀,环市东,东环大厦 ,东环大厦 两房 格局方正,2室1厅,92平米,580,单价63044元/平米,南,其他,有电梯,中楼层(共27层),1998年建塔楼,0人关注,共0次带看,3天以前发布,https://gz.lianjia.com/ershoufang/GZ0004348097.html
4514,越秀,东风东,东风东路 ,水均大街 框架实用两房,2室1厅,47.47平米,285,单价60038元/平米,南 北,简装,无电梯,中楼层(共8层),塔楼,0人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004369099.html
4515,越秀,水荫,锦绣联合商务大厦 ,锦绣联合商务大厦 精装公寓 办公装修,1室1厅,70平米,195,单价27858元/平米,南,其他,有电梯,中楼层(共30层),1999年建塔楼,0人关注,共0次带看,3天以前发布,https://gz.lianjia.com/ershoufang/GZ0004348840.html
4516,越秀,水荫,锦绣联合商务大厦 ,锦绣联合商务大厦 精装公寓 办公装修,1室1厅,58平米,160,单价27587元/平米,北,其他,有电梯,中楼层(共30层),1999年建塔楼,0人关注,共0次带看,3天以前发布,https://gz.lianjia.com/ershoufang/GZ0004348834.html
4517,越秀,杨箕,共和三路 ,共和三路 两房 出售,2室2厅,57.33平米,398,单价69423元/平米,南 北,其他,-,中楼层(共8层),板楼,0人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004364767.html
4518,越秀,北京路,教育路九曜坊 ,教育路 独栋私房 环境安静,3室2厅,287平米,1200,单价41812元/平米,南 北,毛坯,无电梯,低楼层(共1层),板楼,0人关注,共0次带看,6天以前发布,https://gz.lianjia.com/ershoufang/GZ0004325574.html
4519,越秀,淘金,淘金华庭 ,淘金华庭 实用两房,2室1厅,60平米,450,单价75000元/平米,南 北,简装,有电梯,高楼层(共32层),2002年建塔楼,3人关注,共0次带看,5天以前发布,https://gz.lianjia.com/ershoufang/GZ0004334921.html
4520,越秀,淘金,淘金北路正平北街 ,正平北街电梯2房出售,2室1厅,75.75平米,390,单价51486元/平米,南 北,其他,无电梯,中楼层(共8层),塔楼,0人关注,共0次带看,5天以前发布,https://gz.lianjia.com/ershoufang/GZ0004332653.html
4521,越秀,环市东,广东省有色金属地质局 ,东环路小区原装电梯大院三房两厅 条形砖,3室2厅,119.94平米,880,单价73371元/平米,西北,简装,-,中楼层(共17层),塔楼,2人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004362123.html
4522,越秀,越秀南,德政中路清水濠 ,清水濠低层六房两厅 三面单边,6室2厅,184.57平米,680,单价36843元/平米,南,其他,无电梯,中楼层(共6层),1990年建板楼,1人关注,共0次带看,4天以前发布,https://gz.lianjia.com/ershoufang/GZ0004340072.html
4523,越秀,农讲所,东方文德广场 ,东方文德广场 间隔方正 三房带主套,3室2厅,113.22平米,1300,单价114821元/平米,东南,其他,有电梯,高楼层(共35层),2015年建塔楼,0人关注,共0次带看,5天以前发布,https://gz.lianjia.com/ershoufang/GZ0004357495.html
4524,越秀,淘金,淘金家园峯璟 ,淘金家园 四期高层四房,4室2厅,144.37平米,1224,单价84783元/平米,东南,其他,有电梯,高楼层(共30层),2013年建塔楼,1人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004363792.html
4525,越秀,东湖,东华东路 ,东华东路 实用两房 安静舒适 交通便利,3室1厅,76平米,360,单价47369元/平米,南 北,简装,无电梯,低楼层(共9层),塔楼,1人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004365737.html
4526,越秀,东山口,均益大厦 ,均益大厦 电梯一房 安静舒适,1室0厅,29.02平米,210,单价72364元/平米,东南,其他,有电梯,低楼层(共12层),1997年建塔楼,0人关注,共0次带看,6天以前发布,https://gz.lianjia.com/ershoufang/GZ0004323965.html
4527,越秀,杨箕,共和苑 ,共和路 户型方正 安静不吵 通风采光好,3室1厅,53.98平米,320,单价59282元/平米,南,其他,无电梯,中楼层(共6层),1992年建板楼,0人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004357743.html
4528,越秀,淘金,淘金华庭 ,淘金华庭 舒适两房 采光好 南北对流,2室1厅,60平米,416,单价69334元/平米,南 北,简装,有电梯,中楼层(共32层),2002年建塔楼,3人关注,共0次带看,2天以前发布,https://gz.lianjia.com/ershoufang/GZ0004361824.html
4529,越秀,三元里,瑶泉新苑 ,三元里 瑶泉新苑 精致一房,1室1厅,36.49平米,80,单价21924元/平米,南,其他,-,高楼层(共9层),1996年建塔楼,8人关注,共0次带看,刚刚发布,https://gz.lianjia.com/ershoufang/GZ0004368911.html
4530,越秀,西门口,纸行路 ,越秀区 方正三房 格局方正,3室1厅,93.05平米,300,单价32241元/平米,南,其他,-,高楼层(共8层),塔楼,0人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004364455.html
4531,越秀,三元里,瑶泉新苑 ,三元里 瑶泉新苑 精致一房,1室1厅,36.49平米,80,单价21924元/平米,南,其他,-,高楼层(共9层),1996年建塔楼,8人关注,共0次带看,刚刚发布,https://gz.lianjia.com/ershoufang/GZ0004368911.html
4532,越秀,海珠广场,南堤二马路 ,北京南 低层两房 双地铁 近江边旺中带静,2室2厅,61.48平米,268,单价43592元/平米,东,其他,无电梯,低楼层(共8层),塔楼,1人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004371454.html
4533,越秀,黄花岗,广工大院 ,广工大院精装两房,2室1厅,61.2平米,320,单价52288元/平米,南 北,其他,无电梯,高楼层(共7层),1991年建塔楼,0人关注,共0次带看,刚刚发布,https://gz.lianjia.com/ershoufang/GZ0004369704.html
4534,越秀,建设路,宜安小区 ,宜安小区 低层两房 大院管理,2室1厅,61平米,290,单价47541元/平米,东 西,其他,无电梯,低楼层(共6层),1980年建板楼,0人关注,共0次带看,刚刚发布,https://gz.lianjia.com/ershoufang/GZ0004370322.html
4535,越秀,西门口,房建大厦 ,房建大厦 方正四房 房子通风采光好,4室2厅,116平米,480,单价41380元/平米,南,简装,有电梯,高楼层(共25层),1996年建塔楼,0人关注,共0次带看,3天以前发布,https://gz.lianjia.com/ershoufang/GZ0004362309.html
4536,越秀,黄花岗,凯城华庭 ,凯城华庭两房放售,2室1厅,53.41平米,358,单价67029元/平米,西南,其他,有电梯,中楼层(共33层),塔楼,0人关注,共0次带看,1天以前发布,https://gz.lianjia.com/ershoufang/GZ0004362411.html
4537,越秀,农讲所,俊逸阁 ,俊逸阁 电梯一房 地铁农讲所站 配套完善,1室1厅,36.95平米,248,单价67118元/平米,北,其他,有电梯,中楼层(共22层),2005年建塔楼,9人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003326488.html
4538,越秀,盘福,人民北路 ,人民北路 1室0厅 39万,1室0厅,11平米,39,单价35455元/平米,南,其他,无电梯,中楼层(共9层),塔楼,57人关注,共2次带看,10个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003388037.html
4539,越秀,解放南,海珠南路 ,海珠南路 低层单位,2室1厅,37.54平米,150,单价39958元/平米,东,其他,无电梯,低楼层(共4层),板楼,8人关注,共1次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003914526.html
4540,越秀,东川路,东华东路长庚门前街 ,东华东路 方正大开间 环境安静,1室0厅,7.76平米,42,单价54124元/平米,东,精装,无电梯,高楼层(共9层),塔楼,9人关注,共1次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004228531.html
4541,越秀,水荫,嘉诚国际公寓 ,嘉诚国际公寓 保养新净 方正双阳台,1室1厅,55.46平米,305,单价54995元/平米,西,其他,有电梯,中楼层(共29层),2007年建塔楼,1人关注,共1次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004070717.html
4542,越秀,北京路,教育路盐运西街 ,盐运西社区 独栋私房 新装修,独栋别墅,2室2厅,258,单价55342元/平米,46.62平米,东北,其他,1层,暂无数据层,10人关注,共2次带看,11天以前发布,https://gz.lianjia.com/ershoufang/GZ0004284588.html
4543,越秀,盘福,解放北路 ,解放北路 通风采光好 朝天school,1室1厅,41.83平米,218,单价52116元/平米,南 北,其他,无电梯,中楼层(共6层),塔楼,0人关注,共5次带看,13天以前发布,https://gz.lianjia.com/ershoufang/GZ0004363403.html
4544,越秀,解放南,一德路广济新街 ,广济新街 高层一房一厅,1室1厅,49.5平米,148,单价29899元/平米,东,简装,-,高楼层(共9层),塔楼,4人关注,共1次带看,13天以前发布,https://gz.lianjia.com/ershoufang/GZ0004305510.html
4545,越秀,小北,越秀花苑大厦 ,越秀花苑大厦 居家装修 安静宜居,1室0厅,46平米,276,单价60000元/平米,西南,简装,有电梯,低楼层(共20层),1997年建塔楼,5人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003583931.html
4546,越秀,环市东,东方广场 ,东方广场 实用一房 格局方正,1室0厅,34.44平米,285,单价82753元/平米,东,简装,有电梯,高楼层(共32层),1998年建塔楼,10人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003384035.html
4547,越秀,东风东,锦城花园 ,锦城花园 温馨两房 装修新净,2室2厅,84.44平米,710,单价84084元/平米,北,简装,有电梯,中楼层(共32层),1999年建塔楼,8人关注,共3次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003030693.html
4548,越秀,盘福,越秀中广大厦 ,人民北路 电梯公寓 居住舒适,1室0厅,23平米,65,单价28261元/平米,南,其他,-,中楼层(共13层),塔楼,11人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004061943.html
4549,越秀,解放南,惠福西路 ,惠福西路 低楼层,1室0厅,19平米,80,单价42106元/平米,北,其他,无电梯,低楼层(共3层),板楼,9人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003772038.html
4550,越秀,盘福,越秀中广大厦 ,中广大厦 电梯单间公寓 交通方便,1室0厅,21平米,58,单价27620元/平米,东,其他,-,中楼层(共13层),塔楼,8人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003770838.html
4551,越秀,东湖,东湖西路永胜上沙 ,东湖西路 低层复式小户型出售,4室2厅,36.67平米,288,单价78539元/平米,南,简装,-,低楼层(共9层),塔楼,6人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004114803.html
4552,越秀,人民路,大新路升平街 ,大新路 升平街 通风采光好,1室0厅,26.31平米,54,单价20525元/平米,南 北,其他,-,高楼层(共6层),板楼,78人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004056182.html
4553,越秀,东风西,御东雅苑 ,御东雅苑 方正四房 南北对流,4室2厅,193.37平米,1800,单价93086元/平米,南 北,其他,-,中楼层(共31层),塔楼,2人关注,共0次带看,7天以前发布,https://gz.lianjia.com/ershoufang/GZ0004311449.html
4554,越秀,淘金,淘金北路 ,淘金北路 三房,2室1厅,85.42平米,450,单价52681元/平米,东北,简装,-,低楼层(共9层),塔楼,0人关注,共0次带看,11天以前发布,https://gz.lianjia.com/ershoufang/GZ0004282753.html
4555,越秀,麓景,锦绣大厦 ,采光好 户型实用 中楼层,2室1厅,70.28平米,290,单价41264元/平米,西北,其他,-,中楼层(共25层),塔楼,2人关注,共0次带看,14天以前发布,https://gz.lianjia.com/ershoufang/GZ0004250730.html
4556,越秀,淘金,波尔多庄园 ,新装修 居住之选 看房方便,2室1厅,71.58平米,480,单价67058元/平米,东北,简装,有电梯,高楼层(共22层),2004年建塔楼,3人关注,共0次带看,15天以前发布,https://gz.lianjia.com/ershoufang/GZ0004250453.html
4557,越秀,麓景,金麓山庄 ,金麓山庄 实用舒适单位 配套,1室1厅,27.82平米,120,单价43135元/平米,西南,其他,有电梯,高楼层(共8层),2005年建塔楼,8人关注,共0次带看,14天以前发布,https://gz.lianjia.com/ershoufang/GZ0004251158.html
4558,越秀,东川路,锦桦大厦锦桦荟 ,锦桦荟 电梯公寓 南向,1室1厅,50.11平米,160,单价31930元/平米,南,其他,有电梯,低楼层(共3层),2001年建塔楼,0人关注,共0次带看,10天以前发布,https://gz.lianjia.com/ershoufang/GZ0004291023.html
4559,越秀,东风东,梅花村 ,梅花村 安静电梯两房,2室2厅,73平米,500,单价68494元/平米,北,其他,有电梯,中楼层(共8层),1990年建塔楼,2人关注,共0次带看,12天以前发布,https://gz.lianjia.com/ershoufang/GZ0004268190.html
4560,越秀,东风东,东风广场 ,东风广场 精装两房,2室1厅,70.06平米,670,单价95633元/平米,东,简装,有电梯,中楼层(共39层),2001年建塔楼,5人关注,共0次带看,12天以前发布,https://gz.lianjia.com/ershoufang/GZ0004267524.html
4561,越秀,东山口,农林下路 ,农林下路 框架结三房 电梯三房,3室2厅,88平米,685,单价77841元/平米,南 北,其他,无电梯,高楼层(共9层),1985年建板楼,1人关注,共0次带看,10天以前发布,https://gz.lianjia.com/ershoufang/GZ0004341372.html
4562,越秀,麓景,麓湖盛景 ,麓湖盛景 温馨单位 一房一厅,1室1厅,47平米,248,单价52766元/平米,北,其他,-,低楼层(共25层),2007年建塔楼,5人关注,共0次带看,14天以前发布,https://gz.lianjia.com/ershoufang/GZ0004250955.html
4563,越秀,小北,应元路 ,小北 应元路 两房一厅,2室1厅,60平米,350,单价58334元/平米,南 北,简装,-,低楼层(共7层),塔楼,0人关注,共0次带看,14天以前发布,https://gz.lianjia.com/ershoufang/GZ0004251099.html
4564,越秀,东风东,东风东路 ,东风东路697大院 实用一房,1室1厅,37.17平米,195,单价52462元/平米,南,简装,无电梯,中楼层(共6层),塔楼,2人关注,共0次带看,9天以前发布,https://gz.lianjia.com/ershoufang/GZ0004298351.html
4565,越秀,建设路,时代YOU公寓 ,先烈南路 实用舒适单位 配套完整,1室0厅,48平米,115,单价23959元/平米,南,其他,有电梯,中楼层(共21层),2006年建塔楼,6人关注,共7次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004039172.html
4566,越秀,建设路,建设三马路 ,建设三马路 两房一厅,2室1厅,50平米,250,单价50000元/平米,南 北,精装,无电梯,高楼层(共9层),塔楼,3人关注,共2次带看,20天以前发布,https://gz.lianjia.com/ershoufang/GZ0004210386.html
4567,越秀,农讲所,德政中路 ,德政中路  马赛克外墙,3室1厅,90.72平米,390,单价42990元/平米,东 西,简装,无电梯,中楼层(共8层),1995年建塔楼,4人关注,共2次带看,26天以前发布,https://gz.lianjia.com/ershoufang/GZ0004163922.html
4568,越秀,淘金,横枝岗56号大院 ,横枝岗56号大院 一房 大院管理,1室1厅,46.66平米,150,单价32148元/平米,南,其他,-,低楼层(共6层),板楼,6人关注,共1次带看,29天以前发布,https://gz.lianjia.com/ershoufang/GZ0004143533.html
4569,越秀,淘金,横枝岗56号大院 ,横枝岗56号大院 一房 大院管理,1室1厅,46.66平米,150,单价32148元/平米,南,其他,-,低楼层(共6层),板楼,3人关注,共1次带看,29天以前发布,https://gz.lianjia.com/ershoufang/GZ0004143582.html
4570,越秀,淘金,三荣大厦 ,三荣大厦 2房1厅业主诚意出售,2室1厅,66.73平米,350,单价52451元/平米,北,简装,有电梯,中楼层(共30层),2005年建塔楼,2人关注,共1次带看,29天以前发布,https://gz.lianjia.com/ershoufang/GZ0004153411.html
4571,越秀,淘金,恒福路 ,恒福路 三房一厅 高楼层,3室1厅,70平米,200,单价28572元/平米,南 北,毛坯,无电梯,高楼层(共9层),塔楼,117人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002958815.html
4572,越秀,淘金,淘金华庭 ,淘金华庭 高层三房 瞭望美景,3室1厅,116平米,668,单价57587元/平米,北,简装,有电梯,中楼层(共32层),2002年建塔楼,23人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002785533.html
4573,越秀,越秀南,文德广场 ,文德南路 方正实用电梯两房出售,2室2厅,62.57平米,368,单价58815元/平米,东 西,其他,有电梯,高楼层(共29层),2000年建塔楼,6人关注,共0次带看,21天以前发布,https://gz.lianjia.com/ershoufang/GZ0004196626.html
4574,越秀,杨箕,铁路宿舍大院 ,中山一路 方正两房 生活便利,2室1厅,56平米,320,单价57143元/平米,南,其他,无电梯,中楼层(共9层),2000年建塔楼,3人关注,共0次带看,22天以前发布,https://gz.lianjia.com/ershoufang/GZ0004195819.html
4575,越秀,西门口,海珠中路 ,西门口 海珠中路 高层南向2房,2室1厅,51.86平米,190,单价36638元/平米,南,其他,无电梯,高楼层(共9层),1985年建塔楼,3人关注,共0次带看,30天以前发布,https://gz.lianjia.com/ershoufang/GZ0004139807.html
4576,越秀,桂花岗,飞鹅新村 ,飞鹅新村 方正实用 一房一厅,1室1厅,38平米,120,单价31579元/平米,东,简装,无电梯,高楼层(共7层),1995年建塔楼,3人关注,共0次带看,25天以前发布,https://gz.lianjia.com/ershoufang/GZ0004168405.html
4577,越秀,东风东,福今东 ,福今东 安静两房 大院管理,2室1厅,40平米,248,单价62000元/平米,南 北,简装,无电梯,中楼层(共5层),塔楼,0人关注,共0次带看,27天以前发布,https://gz.lianjia.com/ershoufang/GZ0004192467.html
4578,越秀,淘金,先烈中路永泰西约 ,永泰西约三房 间隔方正实用,3室1厅,80.43平米,400,单价49733元/平米,南 北,简装,无电梯,高楼层(共9层),塔楼,0人关注,共0次带看,26天以前发布,https://gz.lianjia.com/ershoufang/GZ0004208877.html
4579,越秀,黄花岗,永福楼 ,永福楼中层三房 望白云山,3室2厅,111平米,380,单价34235元/平米,北,其他,有电梯,中楼层(共33层),1993年建塔楼,1人关注,共0次带看,28天以前发布,https://gz.lianjia.com/ershoufang/GZ0004156885.html
4580,越秀,淘金,富力御龙庭 ,富力御龙庭 两房一厅 精致装,2室1厅,86平米,645,单价75000元/平米,东,简装,有电梯,高楼层(共28层),2004年建塔楼,0人关注,共0次带看,19天以前发布,https://gz.lianjia.com/ershoufang/GZ0004216806.html
4581,越秀,北京路,府前铭泰 ,府前铭泰 高层电梯写字楼 诚意出售,1室0厅,38平米,171,单价45000元/平米,南,其他,-,高楼层(共25层),2014年建塔楼,1人关注,共0次带看,26天以前发布,https://gz.lianjia.com/ershoufang/GZ0004177997.html
4582,越秀,东风东,梅东路 ,梅东路 交通便利 小单间,1室0厅,20.81平米,118,单价56704元/平米,东,其他,无电梯,高楼层(共9层),塔楼,1人关注,共0次带看,23天以前发布,https://gz.lianjia.com/ershoufang/GZ0004181931.html
4583,越秀,盘福,盘福路 ,盘福路 独栋私房,独栋别墅,2室2厅,300,单价37454元/平米,80.1平米,东,其他,1层,暂无数据层,9人关注,共0次带看,20天以前发布,https://gz.lianjia.com/ershoufang/GZ0004213660.html
4584,越秀,建设路,邮电新村中二街 ,邮电新村 低层三房 业主诚心出售,3室0厅,37平米,195,单价52703元/平米,西,其他,无电梯,低楼层(共10层),1990年建板楼,3人关注,共0次带看,24天以前发布,https://gz.lianjia.com/ershoufang/GZ0004179708.html
4585,越秀,小北,环市中路 ,小北环市 实用 采光通风好 小北路读书,1室1厅,40.79平米,200,单价49032元/平米,北,简装,无电梯,高楼层(共9层),1994年建塔楼,3人关注,共0次带看,26天以前发布,https://gz.lianjia.com/ershoufang/GZ0004164604.html
4586,越秀,东山口,农林下路 ,犀牛尾村 实用三房 安静舒适,3室1厅,96.46平米,650,单价67386元/平米,南 北,简装,无电梯,中楼层(共8层),1988年建板楼,1人关注,共0次带看,23天以前发布,https://gz.lianjia.com/ershoufang/GZ0004210828.html
4587,越秀,西门口,纸行路 ,西门口 纸行路 单间,1室0厅,10平米,52,单价52000元/平米,北,其他,无电梯,低楼层(共7层),塔楼,7人关注,共0次带看,16天以前发布,https://gz.lianjia.com/ershoufang/GZ0004253341.html
4588,越秀,淘金,淘金花园 ,淘金花园 中层电梯两房两厅,2室2厅,99.55平米,425,单价42693元/平米,北,其他,有电梯,中楼层(共18层),1995年建塔楼,2人关注,共0次带看,17天以前发布,https://gz.lianjia.com/ershoufang/GZ0004231612.html
4589,越秀,建设路,时代YOU公寓 ,温馨单间公寓，南向望公园,1室0厅,41.27平米,144.5,单价35002元/平米,南 北,其他,有电梯,中楼层(共21层),2006年建塔楼,2人关注,共0次带看,16天以前发布,https://gz.lianjia.com/ershoufang/GZ0004232238.html
4590,越秀,淘金,淘金路淘金街 ,淘金街 高层三房,3室1厅,101平米,450,单价44555元/平米,南 北,简装,无电梯,高楼层(共9层),,,,,https://gz.lianjia.com/ershoufang/GZ0004214358.html
4591,越秀,东川路,伟超置业大厦 ,伟超中层实用两房 装修新净 采光好,2室1厅,37.77平米,200,单价52953元/平米,北,其他,有电梯,中楼层(共14层),,,,,https://gz.lianjia.com/ershoufang/GZ0004172703.html
4592,越秀,桂花岗,解放北路桂花岗 ,桂花岗，格局方正，实用一房,1室0厅,26平米,83,单价31924元/平米,北,简装,无电梯,中楼层(共5层),,,,,https://gz.lianjia.com/ershoufang/GZ0004214758.html
4593,越秀,解放南,民间金融大厦 ,民间金融大厦  高层温馨1房 方正实用,1室0厅,47.68平米,165,单价34606元/平米,南,其他,有电梯,高楼层(共28层),,,,,https://gz.lianjia.com/ershoufang/GZ0004216686.html
4594,越秀,东湖,湖滨苑 ,湖滨苑 中楼层 南北对流 采光好,2室1厅,60.65平米,265,单价43694元/平米,南 北,其他,无电梯,中楼层(共9层),,,,,https://gz.lianjia.com/ershoufang/GZ0004171827.html
4595,越秀,建设路,逸雅居 ,逸雅居 大两房出售,2室1厅,65平米,430,单价66154元/平米,东,简装,有电梯,中楼层(共30层),,,,,https://gz.lianjia.com/ershoufang/GZ0004231994.html
4596,越秀,西门口,海珠中路祥龙里 ,海珠中路祥龙里 户型方正 通风采光好,5室2厅,141.8平米,888,单价62624元/平米,南,其他,-,低楼层(共1层),,,,,https://gz.lianjia.com/ershoufang/GZ0004139623.html
4597,越秀,北京路,府前铭泰 ,府前铭泰 高层电梯写字楼 诚意出售,1室0厅,38平米,171,单价45000元/平米,南,其他,-,高楼层(共25层),,,,,https://gz.lianjia.com/ershoufang/GZ0004178042.html
4598,越秀,建设路,时代YOU公寓 ,温馨单间公寓，南向望公园,1室0厅,41.27平米,144.5,单价35002元/平米,南 北,其他,有电梯,中楼层(共21层),,,,,https://gz.lianjia.com/ershoufang/GZ0004232238.html
4599,越秀,东山口,署前路庙前西街 ,庙前西街 格局方正,2室1厅,60平米,380,单价63334元/平米,南,毛坯,无电梯,中楼层(共6层),,,,,https://gz.lianjia.com/ershoufang/GZ0004358496.html
4600,越秀,越秀南,金湾畔大厦 ,越秀南路 中高层 团一大地铁,2室2厅,92.85平米,538.6,单价58000元/平米,西北,其他,有电梯,中楼层(共41层),,,,,https://gz.lianjia.com/ershoufang/GZ0004218095.html
4601,越秀,小北,天秀大厦 ,天秀大厦 方正实用 环境优美,1室1厅,83.83平米,390,单价46523元/平米,东,精装,-,高楼层(共29层),,,,,https://gz.lianjia.com/ershoufang/GZ0002716952.html
4602,越秀,小北,小北路丹桂里 ,丹桂里  交通便利,4室1厅,73平米,370,单价50685元/平米,东,其他,无电梯,高楼层(共9层),,,,,https://gz.lianjia.com/ershoufang/GZ0003770247.html
4603,越秀,淘金,淘金家园 ,淘金家园二期 高层三房 视野好,3室2厅,129平米,950,单价73644元/平米,北,其他,有电梯,中楼层(共28层),,,,,https://gz.lianjia.com/ershoufang/GZ0003279131.html
4604,越秀,小北,小北大厦 ,小北大厦+大三房送30方平台+ 越秀公园,3室1厅,96.3平米,460,单价47768元/平米,北,其他,有电梯,低楼层(共16层),,,,,https://gz.lianjia.com/ershoufang/GZ0003175860.html
4605,越秀,淘金,淘金路淘金坑 ,淘金路淘金坑 大户型出售,3室2厅,125平米,600,单价48000元/平米,东,简装,有电梯,高楼层(共12层),,,,,https://gz.lianjia.com/ershoufang/GZ0003846095.html
